"","NAME","CITY","STATE","ZIP","LAT","LON","HIGHDEG","TYPE","RELIGIOUS","ONLINE","AVGFACSAL","TUIREVSTU","INCOSTSTU","PRGMOFR","OPENADMP","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","COST","NPT4_PUB","NPT4_PRIV","UGDS","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","INC_PCT_LO","INC_PCT_M1","INC_PCT_M2","INC_PCT_H1","INC_PCT_H2","FTFTPCTFLOAN","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_P6","MN_EARN_WNE_P7","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","MN_EARN_WNE_INC1_P6","MN_EARN_WNE_INC2_P6","MN_EARN_WNE_INC3_P6","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","CDR3","RPY_1YR_RT","RPY_3YR_RT","RPY_5YR_RT","RPY_7YR_RT"
"290","Evergreen Valley College","San Jose","CA","95135-1598","37.30167","-121.76561",2,1,"NULL","0","11971","874","7017","NULL","1","NULL","1358","7994","18625","10911","NULL","7865","0.4516","0.5484","0.0606","0.0221","0.3839","0.4324","0.7276822277","0.1498771499","0.1081081081","PrivacySuppressed","PrivacySuppressed","0.0026","10175","7300","PrivacySuppressed","PrivacySuppressed","30400","32700","36000","36300","44100","29400","PrivacySuppressed","PrivacySuppressed","43100","PrivacySuppressed","PrivacySuppressed","0.089","0.4716157205","0.5657370518","0.5197740113","0.6363636364"
"291","FIDM-Fashion Institute of Design & Merchandising-Los Angeles","Los Angeles","CA","90015-1421","34.044209","-118.25993",3,3,"NULL","0","2678","31097","6564","NULL","2","0.5193","32293","32293","49961","NULL","41766","2198","0.1397","0.8603","0.3389","0.0628","0.0933","0.2102","0.3573667712","0.1567398119","0.131661442","0.1253918495","0.2288401254","0.5903","14042","13300","12500","12000","37300","35600","40500","38200","42400","34900","38600","38100","40700","42900","43500","0.065","0.5601474072","0.62595226","0.6511056511","0.7018802573"
"292","FIDM-Fashion Institute of Design & Merchandising-San Francisco","San Francisco","CA","94108-5805","37.786353","-122.406651",3,3,"NULL","0","2346","29710","6271","NULL","2","0.4615","32293","32293","45546","NULL","37547","218","0.1468","0.8532","0.3624","0.0688","0.1651","0.211","0.3573667712","0.1567398119","0.131661442","0.1253918495","0.2288401254","0.7273","14042","13300","12500","12000","37300","35600","40500","38200","42400","34900","38600","38100","40700","42900","43500","0.065","0.5601474072","0.62595226","0.6511056511","0.7018802573"
"293","FIDM-Fashion Institute of Design & Merchandising-Orange County","Irvine","CA","92614-5610","33.691963","-117.852254",3,3,"NULL","0","NULL","37950","8010","NULL","2","0.6667","32293","32293","45416","NULL","35938","64","0.125","0.875","0.375","0.0625","0.1406","0.25","0.3573667712","0.1567398119","0.131661442","0.1253918495","0.2288401254","0.7143","14042","13300","12500","12000","37300","35600","40500","38200","42400","34900","38600","38100","40700","42900","43500","0.065","0.5601474072","0.62595226","0.6511056511","0.7018802573"
"294","Feather River Community College District","Quincy","CA","95971-9124","39.953101","-120.973067",3,1,"NULL","0","8177","700","5558","NULL","1","NULL","1461","8511","15404","8324","NULL","1275","0.6102","0.3898","0.4933","0.1616","0.0243","0.2259","0.5781584582","0.1970021413","0.096359743","0.0770877944","0.051391863","0.3115","9298","8750","5875","6125","25400","24900","28700","29800","34600","22100","PrivacySuppressed","PrivacySuppressed","32300","PrivacySuppressed","PrivacySuppressed","0.117","0.2638580931","0.3175965665","0.2463768116","0.3762376238"
"295","Federico Beauty Institute","Sacramento","CA","95834","38.64883","-121.497761",1,3,"NULL","0","NULL","6623","6440","3","1","NULL","NULL","NULL","NULL","NULL","16558","346","0.1792","0.8208","0.4566","0.078","0.0607","0.3497","0.5502512563","0.1557788945","0.135678392","0.0854271357","0.0728643216","0.7333","6333","6333","6333","6333","28100","25100","25100","24800","32200","27400","26000","32800","31500","33900","31100","0.098","0.5040871935","0.539083558","0.4854111406","0.5936507937"
"296","Fielding Graduate University","Santa Barbara","CA","93105-3538","34.42941","-119.717161",4,2,"NULL","0","6801","22655","10769","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.049","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"297","Five Branches University","Santa Cruz","CA","95062","36.964348","-121.998245",4,3,"NULL","0","4348","10906","3118","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.032","PrivacySuppressed","PrivacySuppressed","0.5454545455","PrivacySuppressed"
"298","Redondo Beach Beauty College","Redondo Beach","CA","90278-3111","33.873098","-118.372137",1,3,"NULL","0","NULL","4186","3623","6","1","NULL","NULL","NULL","NULL","NULL","12437","115","0.087","0.913","0.113","0.1391","0.5304","0.1565","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"299","Foothill College","Los Altos Hills","CA","94022","37.361655","-122.127964",3,1,"NULL","0","9294","2286","7731","NULL","1","NULL","1563","7503","11415","4212","NULL","13228","0.5167","0.4833","0.3112","0.0324","0.2498","0.2725","0.6567349472","0.1750465549","0.1260086903","0.026691496","0.0155183116","0.0258","10500","7000","7511","5500","44000","53100","55800","56300","58300","40500","PrivacySuppressed","PrivacySuppressed","55100","PrivacySuppressed","PrivacySuppressed","0.149","0.3677910773","0.4420289855","0.5186846039","0.6492027335"
"300","Franciscan School of Theology","Oceanside","CA","92057","33.232416","-117.320066",4,2,"30","0","7353","11001","21894","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.047","NULL","NULL","NULL","NULL"
"301","Fredrick and Charles Beauty College","Eureka","CA","95501","40.798885","-124.164986",1,3,"NULL","0","NULL","9206","3444","5","1","NULL","NULL","NULL","NULL","NULL","12448","57","0.0526","0.9474","0.614","0.0175","0.0351","0.1754","0.8360655738","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","20200","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"302","Fresno City College","Fresno","CA","93741","36.768164","-119.796096",2,1,"NULL","0","9430","447","4730","NULL","1","NULL","1304","7496","9903","2488","NULL","20888","0.4559","0.5441","0.2157","0.0523","0.1289","0.5623","0.7239118753","0.1768941429","0.0835034927","0.0122514777","0.0034390113","0.015","4500","3401","3187","3500","25100","26800","28700","29700","33200","23200","29600","40300","31600","37100","41100","0.162","0.2851879145","0.3426323319","0.3316469927","0.3777208707"
"303","Fresno Pacific University","Fresno","CA","93702-4709","36.726831","-119.735199",4,2,"43","0","7166","16592","6148","NULL","2","0.8511","32458","32458","40950","NULL","20706","2888","0.2718","0.7282","0.2756","0.054","0.0464","0.5125","0.4662084765","0.1947308133","0.1546391753","0.1019473081","0.0824742268","0.6269","22300","18750","19000","19500","38400","36500","41300","40700","45600","30200","38900","46000","40600","45200","51300","0.053","0.4659433394","0.5337209302","0.578358209","0.6859813084"
"304","Fuller Theological Seminary","Pasadena","CA","91182","34.14778","-118.140261",4,2,"78","0","7722","11578","11117","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.024","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"305","Fullerton College","Fullerton","CA","92832-2095","33.875514","-117.918255",2,1,"NULL","0","11454","915","5739","NULL","1","NULL","1138","6010","11472","5289","NULL","20260","0.4761","0.5239","0.1895","0.0279","0.1372","0.5582","0.6418551388","0.1913827655","0.1198110507","0.0334955626","0.0134554824","0.0517","6464","6127","5500","5500","28900","29700","34600","35900","38500","28500","29400","31400","36900","40600","47300","0.14","0.3025700935","0.3626373626","0.4257641921","0.4852941176"
"306","Gavilan College","Gilroy","CA","95020","36.972627","-121.569842",2,1,"NULL","0","10119","774","5434","NULL","1","NULL","1166","6782","11478","4518","NULL","4656","0.4764","0.5236","0.2803","0.0228","0.061","0.5893","0.6329639889","0.2042936288","0.1398891967","PrivacySuppressed","PrivacySuppressed","0.0119","6859","6646","PrivacySuppressed","PrivacySuppressed","27900","29400","32800","30800","37000","26000","PrivacySuppressed","PrivacySuppressed","35400","PrivacySuppressed","PrivacySuppressed","0.115","0.2478632479","0.3397260274","0.2994186047","0.3673469388"
"307","Gemological Institute of America-Carlsbad","Carlsbad","CA","92008","33.131313","-117.318765",1,2,"NULL","0","NULL","26013","20866","7","1","NULL","NULL","NULL","NULL","NULL","26277","197","0.4772","0.5228","0.4264","0.0355","0.2386","0.0305","0.6984126984","0.1031746032","0.0873015873","PrivacySuppressed","PrivacySuppressed","0.4627","PrivacySuppressed","8233","PrivacySuppressed","PrivacySuppressed","39700","41100","42100","42000","50100","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","45600","PrivacySuppressed","PrivacySuppressed","0.1","0.7363636364","0.8073394495","0.8914728682","0.8111888112"
"308","Glendale Community College","Glendale","CA","91208-2894","34.16745","-118.227666",2,1,"NULL","0","9555","843","4852","NULL","1","NULL","1175","6719","11239","3894","NULL","12570","0.4498","0.5502","0.4905","0.0226","0.0759","0.3117","0.8008675079","0.1285488959","0.0609227129","0.0076892744","0.0019716088","0.0107","8551","7000","PrivacySuppressed","PrivacySuppressed","28600","30200","33800","34000","41100","28000","PrivacySuppressed","PrivacySuppressed","39200","PrivacySuppressed","PrivacySuppressed","0.037","0.5117967332","0.5693950178","0.5763157895","0.6398467433"
"309","Glendale Career College","Glendale","CA","91203","34.149771","-118.254719",2,3,"NULL","0","3949","12574","4603","9","1","NULL","NULL","NULL","NULL","NULL","34879","600","0.2267","0.7733","0.2017","0.0367","0.1883","0.51","0.6691648822","0.1498929336","0.108137045","0.0481798715","0.0246252677","0.7449","9500","9319","9319","9319","31700","29200","31100","29300","32300","28500","PrivacySuppressed","PrivacySuppressed","28600","39600","39800","0.02","0.3671199011","0.4149068323","0.4543973941","0.5215189873"
"310","Golden Gate University-San Francisco","San Francisco","CA","94105-2968","37.789374","-122.398969",4,2,"NULL","0","10287","22657","9378","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","404","0.6411","0.3589","0.2797","0.0965","0.1262","0.1881","0.3625730994","0.2397660819","0.2280701754","0.0935672515","0.0760233918","NULL","28375","19396","25000","24795","72900","65000","81800","70900","82300","60000","69300","92600","81300","PrivacySuppressed","PrivacySuppressed","0.042","0.4788273616","0.5590062112","0.6450511945","0.6826086957"
"311","Golden West College","Huntington Beach","CA","92647-2710","33.732531","-118.002568",2,1,"NULL","0","10852","1361","4089","NULL","1","NULL","1178","7682","11768","4475","NULL","10881","0.451","0.549","0.286","0.0202","0.2516","0.3518","0.7062060532","0.1815958423","0.0963008254","PrivacySuppressed","PrivacySuppressed","0.009","6928","6198","5500","3214","29400","31200","37300","36500","40100","28000","PrivacySuppressed","PrivacySuppressed","38400","43700","51900","0.093","0.4446902655","0.5031055901","0.5485327314","0.6493256262"
"312","Graduate Theological Union","Berkeley","CA","94709","37.87554","-122.261847",4,2,"NULL","0","8198","7423","10016","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.05","NULL","NULL","NULL","NULL"
"313","Grossmont College","El Cajon","CA","92020-1799","32.815246","-117.006277",2,1,"NULL","0","7763","365","3745","NULL","1","NULL","1386","7196","10090","2908","NULL","15838","0.4173","0.5827","0.3845","0.0621","0.0808","0.3607","0.7300018305","0.1577887608","0.0858502654","0.0175727622","0.0087863811","0.0161","4750","3500","4500","3500","29000","33400","34000","36200","39400","27400","31000","40900","36800","44300","47500","0.144","0.4068047337","0.4390581717","0.4827109267","0.5511450382"
"314","Salon Success Academy-Riverside","Riverside","CA","92506","33.943149","-117.391024",1,3,"NULL","0","NULL","7306","1155","3","1","NULL","NULL","NULL","NULL","NULL","12350","84","0.3214","0.6786","0.1905","0.2024","0.0119","0.5476","0.7433628319","0.1415929204","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.75","10556","9880","PrivacySuppressed","PrivacySuppressed","17900","PrivacySuppressed","18800","PrivacySuppressed","24400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.189","0.3333333333","0.3617021277","0.4264705882","0.4931506849"
"315","Hartnell College","Salinas","CA","93901","36.675091","-121.666054",2,1,"NULL","0","7785","400","4763","NULL","1","NULL","1420","8870","11120","3647","NULL","11274","0.542","0.458","0.2146","0.0259","0.0473","0.6487","0.5736925515","0.2313787639","0.175911252","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","28000","28700","32100","32800","38000","27300","PrivacySuppressed","PrivacySuppressed","37900","PrivacySuppressed","PrivacySuppressed","0.188","0.2692307692","0.2765957447","0.2352941176","0.3835616438"
"316","Harvey Mudd College","Claremont","CA","91711","34.106515","-117.709837",3,2,"NULL","0","13671","31809","33007","NULL","2","0.1448","56620","56620","74428","NULL","32739","886","0.5102","0.4898","0.3138","0.035","0.1885","0.1986","0.137254902","0.1029411765","0.1176470588","0.1470588235","0.4950980392","0.36","22960","19764","22359","19499","87200","68100","99300","79700","104200","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","93000","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"317","Hilltop Beauty School","Daly City","CA","94014","37.705502","-122.461467",1,3,"NULL","0","NULL","5036","1684","3","1","NULL","NULL","NULL","NULL","NULL","8741","96","0.0417","0.9583","0.0208","0.0938","0.1771","0.6667","0.674796748","0.1788617886","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","23700","22900","25600","22900","27100","22300","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"318","Holy Names University","Oakland","CA","94619-1699","37.802276","-122.187804",4,2,"30","0","8046","16036","9469","NULL","2","0.7004","39316","39316","55758","NULL","23175","626","0.3466","0.6534","0.1565","0.1805","0.099","0.4265","0.3562091503","0.1732026144","0.1928104575","0.1307189542","0.1470588235","0.8977","26000","21500","18750","14250","49000","52600","51600","54500","57600","37900","44700","59700","54100","54800","63200","0.073","0.4521072797","0.5344202899","0.5756302521","0.6017699115"
"319","Pacifica Graduate Institute","Carpinteria","CA","93013","34.420881","-119.580414",4,3,"NULL","0","7441","28195","10210","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.034","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"320","Humboldt State University","Arcata","CA","95521-8299","40.877481","-124.078293",4,1,"NULL","0","9602","4192","8240","NULL","2","0.7679","7675","19555","24382","14897","NULL","7300","0.4323","0.5677","0.4253","0.037","0.0285","0.3499","0.5325755475","0.1610756862","0.1300249515","0.0762406432","0.1000831716","0.6094","19000","14250","12698","15000","30200","32000","35300","37200","40100","30600","30000","29700","39500","42000","39200","0.074","0.52334565","0.57681252","0.6171093481","0.653930131"
"321","Humphreys University-Stockton and Modesto Campuses","Stockton","CA","95207-3896","38.011489","-121.316918",4,2,"NULL","0","6775","15807","6686","NULL","1","NULL","14292","14292","20232","NULL","7139","315","0.3175","0.6825","0.1873","0.0921","0.0698","0.381","0.6962025316","0.1265822785","0.0981012658","0.0411392405","0.0379746835","0.3333","30342","25001","22460","25421","29500","27400","31100","31300","33200","24800","PrivacySuppressed","PrivacySuppressed","27900","PrivacySuppressed","PrivacySuppressed","0.084","0.1692111959","0.2561576355","0.2902408112","0.4049079755"
"322","Imperial Valley College","Imperial","CA","92251-0158","32.827209","-115.503563",2,1,"NULL","0","8664","567","9013","NULL","1","NULL","1125","6093","9822","1532","NULL","7265","0.4487","0.5513","0.0398","0.015","0.0069","0.9185","0.7132701422","0.1735123749","0.0995260664","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22600","24600","26900","29200","31000","22000","PrivacySuppressed","PrivacySuppressed","29100","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"323","Institute for Business and Technology","Santa Clara","CA","95051-1303","37.368642","-121.969541",2,3,"NULL","0","5368","7759","2041","7","1","NULL","NULL","NULL","NULL","NULL","26051","539","0.6605","0.3395","0.1206","0.0353","0.1373","0.6122","0.6626712329","0.1655251142","0.1021689498","0.0473744292","0.022260274","0.4504","7600","7600","7600","5134","31100","33300","33000","37200","37900","27400","34900","43600","32600","43100","52300","0.191","0.3222003929","0.3538011696","0.3361386139","0.3709744877"
"324","Interior Designers Institute","Newport Beach","CA","92660","33.641393","-117.865722",3,3,"NULL","0","7646","21025","3446","NULL","1","NULL","18250","18250","29420","NULL","29202","184","0.0489","0.9511","0.6196","0.0163","0.1359","0.1413","0.4810126582","PrivacySuppressed","PrivacySuppressed","0.1518987342","0.164556962","0.75","26120","PrivacySuppressed","PrivacySuppressed","18084","40000","39300","46200","38100","46300","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.055","0.56","0.6732673267","0.6417910448","0.7868852459"
"325","Toni & Guy Hairdressing Academy-Santa Monica","Santa Monica","CA","90401","34.017276","-118.494755",1,3,"NULL","0","NULL","11481","3336","1","1","NULL","NULL","NULL","NULL","NULL","17074","197","0.1117","0.8883","0.4569","0.0812","0.1218","0.2589","0.6344086022","0.1569892473","0.0860215054","0.0602150538","0.0623655914","0.5763","11362","10556","10556","10317","24500","PrivacySuppressed","PrivacySuppressed","19500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.051","0.3956043956","0.4492440605","0.4612244898","PrivacySuppressed"
"326","Irvine Valley College","Irvine","CA","92618-0301","33.675381","-117.777539",2,1,"NULL","0","10222","1668","4591","NULL","1","NULL","1142","8054","10859","2421","NULL","11253","0.4998","0.5002","0.3359","0.0179","0.2592","0.2437","0.681122449","0.1800291545","0.112244898","0.0160349854","0.0105685131","0.0069","11000","5500","3665","5375","33600","34100","36300","41500","43800","31400","PrivacySuppressed","PrivacySuppressed","40500","PrivacySuppressed","PrivacySuppressed","0.083","0.3853211009","0.4137931034","0.4401544402","0.5800865801"
"327","Bellus Academy-El Cajon","El Cajon","CA","92021","32.794072","-116.94627",1,3,"NULL","0","NULL","13402","5109","7","1","NULL","NULL","NULL","NULL","NULL","31343","159","0.0252","0.9748","0.3836","0.1006","0.0252","0.3459","0.5509433962","0.2075471698","0.1132075472","0.0452830189","0.0830188679","0.7867","7917","6946","6333","7201","20300","22700","23900","20800","27300","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","25400","PrivacySuppressed","PrivacySuppressed","0.009","0.3117870722","0.320610687","0.3356643357","0.3571428571"
"328","John F. Kennedy University","Pleasant Hill","CA","94523-4817","37.956616","-122.054761",4,2,"NULL","0","5923","21881","13231","NULL","2","NULL","8500","8500","NULL","NULL","NULL","209","0.3876","0.6124","0.3541","0.1914","0.0478","0.1435","0.5612244898","0.1734693878","0.1530612245","PrivacySuppressed","PrivacySuppressed","NULL","26666","23000","19444","17750","42500","52800","51900","42600","56000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","48700","PrivacySuppressed","PrivacySuppressed","0.036","0.3881278539","0.4732142857","0.5288461538","0.5519480519"
"329","American Jewish University","Los Angeles","CA","90077-1519","34.128153","-118.471706",4,2,"80","0","7904","15293","19936","NULL","2","0.96","31946","31946","46320","NULL","38997","67","0.3582","0.6418","0.3731","0","0.0149","0","0.5833333333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.2308","23125","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.08","0.4807692308","0.5","0.6603773585","0.5526315789"
"330","Reedley College","Reedley","CA","93654","36.605428","-119.458555",2,1,"NULL","0","9096","506","5027","NULL","1","NULL","1304","7568","10154","3003","NULL","8626","0.3909","0.6091","0.176","0.024","0.0507","0.7185","0.6363255911","0.2287089349","0.1167608286","PrivacySuppressed","PrivacySuppressed","0.0305","3500","3500","3500","3500","24000","24900","27500","27700","31000","22700","26100","28200","28900","PrivacySuppressed","PrivacySuppressed","0.183","0.3326271186","0.3683127572","0.3249551167","0.4087301587"
"331","Life Pacific College","San Dimas","CA","91773-3298","34.098705","-117.829388",4,2,"79","0","6300","10917","4782","NULL","2","0.9568","15654","15654","27086","NULL","20060","504","0.4722","0.5278","0.4067","0.0476","0.0357","0.379","0.392971246","0.1597444089","0.1597444089","0.1501597444","0.1373801917","0.8161","21500","16161","14653","12000","32800","27700","33400","34300","34400","32000","PrivacySuppressed","PrivacySuppressed","32400","34500","36700","0.071","0.4611872146","0.5172413793","0.632183908","0.742081448"
"332","University of La Verne","La Verne","CA","91750-4401","34.100855","-117.773262",4,2,"NULL","0","9264","20508","9472","NULL","2","0.5089","43050","43050","54445","NULL","24750","5098","0.4121","0.5879","0.2073","0.0549","0.05","0.5314","0.4299229152","0.1800981079","0.1541695865","0.1229852838","0.1128241065","0.7027","25000","22180","22750","20000","45800","46200","49000","54700","52700","39900","44300","54800","47300","52100","59700","0.04","0.4430523918","0.5224144017","0.5721784777","0.6351457841"
"333","Laguna College of Art and Design","Laguna Beach","CA","92651","33.561448","-117.772564",4,2,"NULL","0","8957","20583","12115","NULL","2","0.8093","30700","30700","41551","NULL","31009","705","0.3092","0.6908","0.4879","0.0241","0.1801","0.2099","0.3381642512","0.1207729469","0.1304347826","0.1256038647","0.2850241546","0.5109","27000","24250","19518","12750","32200","33300","40000","41900","41400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.039","0.5494505495","0.6129032258","0.6746987952","0.7483870968"
"334","Lake Tahoe Community College","South Lake Tahoe","CA","96150","38.926797","-119.972574",2,1,"NULL","0","6460","2376","5116","NULL","1","NULL","1224","7932","12879","7052","NULL","2006","0.5294","0.4706","0.491","0.0693","0.0778","0.2687","0.7301587302","0.1587301587","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","25900","24900","28500","31900","31400","24600","PrivacySuppressed","PrivacySuppressed","33000","PrivacySuppressed","PrivacySuppressed","0.1","0.5","PrivacySuppressed","0.5416666667","0.4237288136"
"335","Lancaster Beauty School","Lancaster","CA","93534","34.694914","-118.147547",1,3,"NULL","0","NULL","9744","3855","5","1","NULL","NULL","NULL","NULL","NULL","11463","128","0.2344","0.7656","0.2734","0.2031","0.0156","0.4922","0.6771300448","0.1031390135","0.0807174888","0.0717488789","0.067264574","0.8939","8348","8000","6333","7288","15100","18400","18700","16800","22600","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","21400","PrivacySuppressed","PrivacySuppressed","0.084","0.2251655629","0.2903225806","0.262195122","0.3409090909"
"336","Laney College","Oakland","CA","94607","37.797257","-122.26283",2,1,"NULL","0","9091","1073","5639","NULL","1","NULL","1254","7806","16851","9924","NULL","8271","0.4594","0.5406","0.1591","0.2116","0.2503","0.2163","0.8460377358","0.1","0.0490566038","PrivacySuppressed","PrivacySuppressed","0.0062","9750","9500","PrivacySuppressed","PrivacySuppressed","25900","27700","30500","32700","34400","24500","PrivacySuppressed","PrivacySuppressed","33100","PrivacySuppressed","PrivacySuppressed","0.279","0.1674418605","0.2511415525","0.3835616438","0.4307692308"
"337","Lassen Community College","Susanville","CA","96130","40.432053","-120.633271",2,1,"NULL","0","8102","1048","5291","NULL","1","NULL","1127","7319","16311","9483","NULL","2343","0.8212","0.1788","0.3551","0.1737","0.0405","0.3355","0.6449086162","0.1540469974","0.1018276762","0.0626631854","0.0365535248","0.071","PrivacySuppressed","5572","6492","5500","25300","28100","29900","29600","35400","23100","PrivacySuppressed","PrivacySuppressed","31900","PrivacySuppressed","PrivacySuppressed","0.216","0.2599118943","0.3050847458","0.321888412","0.2974358974"
"338","Life Chiropractic College West","Hayward","CA","94545-2800","37.638099","-122.117619",4,2,"NULL","0","7588","32235","14046","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.019","NULL","NULL","PrivacySuppressed","PrivacySuppressed"
